id_species,species_name,genus,Images
1402356,Nymphoides_indica,Nymphoides,15
1408502,Antirhea_borbonica,Antirhea,15
1449149,Lithops_olivacea,Lithops,15
1444195,Hackelia_velutina,Hackelia,15
1358748,Lamium_bifidum,Lamium,15
1398196,Dryopteris_erythrosora,Dryopteris,15
1367921,Acacia_xanthophloea,Acacia,15
1409839,Nymphaea_ampla,Nymphaea,15
1411462,Cirsium_discolor,Cirsium,15
1379303,Guaiacum_officinale,Guaiacum,15
1395720,Sagittaria_graminea,Sagittaria,15
1363492,Phalaris_minor,Phalaris,15
1411700,Daucus_pusillus,Daucus,15
1412412,Lactuca_biennis,Lactuca,15
1412596,Lupinus_bicolor,Lupinus,15
1420288,Anemone_patens,Anemone,15
1419942,Hebe_franciscana,Hebe,15
1360838,Fedia_cornucopiae,Fedia,15
1356037,Egeria_densa,Egeria,15
1389031,Pyracantha_koidzumii,Pyracantha,15
1391961,Epipactis_microphylla,Epipactis,15
1391197,Cirsium_ferox,Cirsium,15
1360154,Anemone_palmata,Anemone,15
1408810,Vangueria_madagascariensis,Vangueria,15
1366899,Prosopis_juliflora,Prosopis,14
1388905,Hypericum_balearicum,Hypericum,14
1464054,Alocasia_lauterbachiana,Alocasia,14
1463177,Trachelospermum_asiaticum,Trachelospermum,14
1394580,Angelica_razulii,Angelica,14
1361357,Phalaris_coerulescens,Phalaris,14
1438041,Sedum_glaucophyllum,Sedum,14
1567995,Acacia_auriculiformis,Acacia,14
1412831,Nymphaea_mexicana,Nymphaea,14
1391821,Dryopteris_villarii,Dryopteris,14
1391810,Dryopteris_expansa,Dryopteris,14
1394114,Ophrys_exaltata,Ophrys,14
1394457,Anemone_montana,Anemone,14
1403654,Urera_baccifera,Urera,14
1355955,Pelargonium_odoratissimum,Pelargonium,14
1363970,Myosurus_minimus,Myosurus,14
1397613,Fragaria_virginiana,Fragaria,13
1397208,Viscaria_alpina,Viscaria,13
1358711,Hypericum_tomentosum,Hypericum,13
1409551,Dendrobium_crumenatum,Dendrobium,13
1398700,Dryopteris_fragrans,Dryopteris,13
1356138,Striga_asiatica,Striga,13
1413835,Smilax_tamnoides,Smilax,13
1394714,Sasa_palmata,Sasa,13
1394406,Papaver_rhaeticum,Papaver,12
1370993,Conostomium_quadrangulare,Conostomium,12
1449139,Lithops_aucampiae,Lithops,12
1423469,Maytenus_boaria,Maytenus,12
1408227,Acacia_auriculiformis,Acacia,12
1417916,Anisocampium_niponicum,Anisocampium,12
1437724,Sagittaria_montevidensis,Sagittaria,12
1417117,Dendrobium_closterium,Dendrobium,12
1428059,Dischidia_nummularia,Dischidia,12
1373535,Gynura_procumbens,Gynura,12
1542499,Acalypha_macrostachya,Acalypha,12
1410025,Selenicereus_grandiflorus,Selenicereus,12
1362064,Wigandia_caracasana,Wigandia,12
1441099,Chaerophyllum_tainturieri,Chaerophyllum,11
1408509,Phyllanthus_phillyreifolius,Phyllanthus,11
1617292,Dendrobium_anosmum,Dendrobium,11
1396858,Trifolium_pallescens,Trifolium,11
1453004,Cyrtanthus_elatus,Cyrtanthus,11
1391498,Cymbalaria_aequitriloba,Cymbalaria,11
1358703,Hypericum_linariifolium,Hypericum,11
1414276,Barbarea_vulgaris,Barbarea,11
1410168,Acalypha_aristata,Acalypha,11
1374466,Schkuhria_pinnata,Schkuhria,11
1405703,Crotalaria_incana,Crotalaria,11
1393322,Iva_xanthiifolia,Iva,10
1359489,Trifolium_cherleri,Trifolium,10
1397959,Sagittaria_lancifolia,Sagittaria,10
1550799,Pelargonium_tomentosum,Pelargonium,10
1363343,Aizoon_canariense,Aizoon,10
1361704,Groenlandia_densa,Groenlandia,10
1361658,Ophrys_bombyliflora,Ophrys,10
1419874,Lapageria_rosea,Lapageria,10
1399157,Daphne_sericea,Daphne,10
1359364,Melilotus_sulcatus,Melilotus,10
1371680,Mussaenda_frondosa,Mussaenda,10
1418102,Lithops_marmorata,Lithops,10
1401711,Xylopia_nitida,Xylopia,10
1366875,Aeschynomene_americana,Aeschynomene,10
1381173,Mecardonia_procumbens,Mecardonia,10
1358750,Lamium_garganicum,Lamium,10
1438354,Smilax_glauca,Smilax,10
1414397,Calochortus_macrocarpus,Calochortus,10
1391184,Cirsium_canum,Cirsium,10
1357367,Carthamus_caeruleus,Carthamus,9
1412311,Hypericum_kalmianum,Hypericum,9
1440273,Brodiaea_elegans,Brodiaea,9
1420796,Daphne_tangutica,Daphne,9
1568056,Acacia_brevispica,Acacia,9
1408066,Faujasia_salicifolia,Faujasia,9
1529084,Sedum_allantoides,Sedum,9
1367431,Lupinus_perennis,Lupinus,9
1550785,Pelargonium_sidoides,Pelargonium,9
1608034,Nothofagus_nitida,Nothofagus,9
1418033,Mertensia_ciliata,Mertensia,9
1399804,Lavandula_pinnata,Lavandula,9
1470435,Wodyetia_bifurcata,Wodyetia,9
1529179,Sedum_furfuraceum,Sedum,9
1419197,Hypericum_frondosum,Hypericum,9
1408034,Eranthemum_pulchellum,Eranthemum,9
1413752,Sedum_lanceolatum,Sedum,9
1392418,Galega_orientalis,Galega,9
1356379,Dryopteris_aemula,Dryopteris,9
1390617,Nothofagus_obliqua,Nothofagus,9
1420929,Guaiacum_sanctum,Guaiacum,8
1420364,Fragaria_virginiana,Fragaria,8
1711787,Cymbalaria_muralis,Cymbalaria,8
1711775,Lavandula_spp.,Lavandula,8
1411829,Dryopteris_cristata,Dryopteris,8
1415911,Acacia_spirorbis,Acacia,8
1424005,Melampodium_divaricatum,Melampodium,8
1393967,Noccaea_montana,Noccaea,8
1393796,Melilotus_spicatus,Melilotus,8
1413753,Sedum_oreganum,Sedum,8
1697960,Cyphostemma_cyphopetalum,Cyphostemma,8
1359514,Trifolium_patens,Trifolium,8
1363464,Cenchrus_echinatus,Cenchrus,8
1384500,Lagenaria_sphaerica,Lagenaria,8
1359521,Trifolium_scabrum,Trifolium,8
1389628,Patzkea_paniculata,Patzkea,8
1419112,Pelargonium_crispum,Pelargonium,8
1420653,Illicium_floridanum,Illicium,8
1412595,Lupinus_argenteus,Lupinus,8
1359526,Trifolium_striatum,Trifolium,8
1411472,Cirsium_undulatum,Cirsium,8
1385853,Raphia_farinifera,Raphia,8
1400798,Vanilla_pompona,Vanilla,8
1362928,Cenchrus_longispinus,Cenchrus,8
1400110,Bellium_bellidioides,Bellium,8
1409705,Illicium_verum,Illicium,8
1432545,Asystasia_mysorensis,Asystasia,8
1513780,Leptinella_potentillina,Leptinella,8
1401736,Pogonophora_schomburgkiana,Pogonophora,8
1408092,Fragaria_x_ananassa,Fragaria,8
1618570,Dendrobium_thyrsiflorum,Dendrobium,8
1408953,Acacia_nilotica,Acacia,8
1402433,Anthurium_jenmanii,Anthurium,8
1362024,Hypericum_triquetrifolium,Hypericum,8
1568799,Acacia_podalyriifolia,Acacia,8
1464086,Alocasia_wentii,Alocasia,8
1396867,Trifolium_spadiceum,Trifolium,8
1358119,Sedum_litoreum,Sedum,8
1580985,Lupinus_nootkatensis,Lupinus,8
1465149,Anthurium_veitchii,Anthurium,8
1367998,Acacia_angustissima,Acacia,8
1367949,Acacia_hockii,Acacia,8
1488001,Pilosocereus_chrysostele,Pilosocereus,8
1396758,Thesium_linophyllon,Thesium,8
1506976,Erechtites_minima,Erechtites,8
1409919,Phyllanthus_mimosoides,Phyllanthus,8
1363743,Dalbergia_melanoxylon,Dalbergia,8
1397510,Thesium_pyrenaicum,Thesium,8
1358690,Hypericum_australe,Hypericum,8
1362192,Sedum_villosum,Sedum,8
1375776,Acalypha_crenata,Acalypha,8
1434594,Melampodium_leucanthum,Melampodium,8
1397408,Hypericum_mutilum,Hypericum,8
1409550,Dendrobium_chrysotoxum,Dendrobium,8
1358127,Sedum_multiceps,Sedum,8
1568102,Acacia_caven,Acacia,8
1438033,Sedum_albomarginatum,Sedum,8
1522375,Tagetes_lemmonii,Tagetes,8
1697991,Cyphostemma_juttae,Cyphostemma,7
1418084,Lithops_karasmontana,Lithops,7
1497630,Tradescantia_x_andersoniana,Tradescantia,7
1418061,Lithops_fulviceps,Lithops,7
1355961,Pelargonium_quercifolium,Pelargonium,7
1568144,Acacia_confluens,Acacia,7
1391167,Cirsium_alsophilum,Cirsium,7
1711751,Nepenthes_alata,Nepenthes,7
1518683,Rhodanthe_chlorocephala,Rhodanthe,7
1418295,Neobuxbaumia_polylopha,Neobuxbaumia,7
1387727,Ansellia_africana,Ansellia,7
1608001,Nepenthes_mirabilis,Nepenthes,7
1373259,Pelargonium_glechomoides,Pelargonium,7
1425433,Prosopis_farcta,Prosopis,7
1362398,Acacia_etbaica,Acacia,7
1422636,Calodendrum_capense,Calodendrum,7
1363738,Trifolium_glomeratum,Trifolium,7
1380904,Boscia_coriacea,Boscia,7
1381468,Browallia_americana,Browallia,7
1420931,Nepenthes_spp.,Nepenthes,7
1621823,Erycina_pusilla,Erycina,7
1438043,Sedum_laxum,Sedum,7
1438616,Stanleya_pinnata,Stanleya,7
1356279,Asystasia_gangetica,Asystasia,7
1438868,Tagetes_lemmonii,Tagetes,7
1420767,Alocasia_cuprea,Alocasia,7
1442541,Diervilla_sessilifolia,Diervilla,7
1444216,Haplophyton_crooksii,Haplophyton,7
1370991,Conostomium_kenyense,Conostomium,7
1608003,Nepenthes_x_neglecta,Nepenthes,7
1387284,Smilax_anceps,Smilax,7
1363493,Phalaris_paradoxa,Phalaris,7
1465016,Anthurium_salvinii,Anthurium,7
1417900,Tagetes_lucida,Tagetes,7
1399803,Astydamia_latifolia,Astydamia,7
1405088,Schefflera_decaphylla,Schefflera,7
1393416,Lactuca_macrophylla,Lactuca,7
1398615,Iva_annua,Iva,7
1401718,Xylopia_sericea,Xylopia,7
1359523,Trifolium_spumosum,Trifolium,7
1408107,Geniostoma_borbonicum,Geniostoma,7
1412992,Aralia_hispida,Aralia,7
1409328,Acacia_tortuosa,Acacia,7
1394183,Ophrys_saratoi,Ophrys,7
1408657,Schefflera_actinophylla,Schefflera,7
1360152,Adonis_microcarpa,Adonis,7
1398805,Neotinea_conica,Neotinea,7
1408718,Acalypha_integrifolia,Acalypha,7
1392730,Helicodiceros_muscivorus,Helicodiceros,7
1359502,Trifolium_lappaceum,Trifolium,7
1412834,Nymphaea_tetragona,Nymphaea,7
1400080,Adonis_pyrenaica,Adonis,7
1403479,Mauritia_flexuosa,Mauritia,7
1402303,Guarea_gomma,Guarea,7
1393248,Hypericum_x_inodorum,Hypericum,6
1560405,Lavandula_canariensis,Lavandula,6
1412698,Mertensia_paniculata,Mertensia,6
1393242,Hypericum_coris,Hypericum,6
1385749,Asystasia_charmian,Asystasia,6
1409299,Falcataria_moluccana,Falcataria,6
1412344,Iva_frutescens,Iva,6
1397269,Anemone_vitifolia,Anemone,6
1419713,Dendrobium_aphyllum,Dendrobium,6
1494482,Maytenus_ilicifolia,Maytenus,6
1421523,Acacia_koaia,Acacia,6
1380874,Boscia_mossambicensis,Boscia,6
1465026,Anthurium_schlechtendalii,Anthurium,6
1408727,Stemodia_verticillata,Stemodia,6
1411466,Cirsium_foliosum,Cirsium,6
1455408,Guatteria_aeruginosa,Guatteria,6
1394077,Ophrys_aveyronensis,Ophrys,6
1430280,Schefflera_heptaphylla,Schefflera,6
1412740,Mitella_diphylla,Mitella,6
1394088,Ophrys_catalaunica,Ophrys,6
1411469,Cirsium_muticum,Cirsium,6
1576296,Dalbergia_retusa,Dalbergia,6
1409552,Dendrobium_moschatum,Dendrobium,6
1608023,Nothofagus_betuloides,Nothofagus,6
1398494,Corispermum_pallasii,Corispermum,6
1434584,Mazus_pumilus,Mazus,6
1409521,Crotalaria_brevidens,Crotalaria,6
1358193,Boscia_angustifolia,Boscia,6
1419595,Nothofagus_alpina,Nothofagus,6
1435225,Aralia_californica,Aralia,6
1367781,Dalbergia_latifolia,Dalbergia,5
1401211,Vismia_cayennensis,Vismia,5
1464567,Anthurium_faustomirandae,Anthurium,5
1408508,Phyllanthus_niruroides,Phyllanthus,5
1644145,Peperomia_tetragona,Peperomia,5
1465170,Anthurium_warocqueanum,Anthurium,5
1400844,Guatteria_anteridifera,Guatteria,5
1400096,Barbarea_rupicola,Barbarea,5
1393851,Moehringia_pentandra,Moehringia,5
1438052,Sedum_obtusatum,Sedum,5
1356309,Nymphaea_nouchali,Nymphaea,5
1460343,Dischidia_ovata,Dischidia,5
1399338,Paederota_bonarota,Paederota,5
1379585,Wigandia_urens,Wigandia,5
1447962,Aextoxicon_punctatum,Aextoxicon,5
1713199,Bourreria_costaricensis,Bourreria,5
1391221,Cirsium_morisianum,Cirsium,5
1394189,Ophrys_sulcata,Ophrys,5
1375797,Acalypha_hispida,Acalypha,5
1358365,Maerua_angolensis,Maerua,5
1360004,Goniolimon_tataricum,Goniolimon,5
1359806,Hunnemannia_fumariifolia,Hunnemannia,5
1405252,Aphelandra_scabra,Aphelandra,5
1417546,Schefflera_spp.,Schefflera,5
1409283,Zamia_furfuracea,Zamia,5
1366997,Crotalaria_spectabilis,Crotalaria,5
1367369,Crotalaria_verrucosa,Crotalaria,5
1394078,Ophrys_aymoninii,Ophrys,5
1367060,Crotalaria_chrysochlora,Crotalaria,5
1398526,Lupinus_nootkatensis,Lupinus,5
1411423,Chamerion_latifolium,Chamerion,5
1384482,Cucurbita_ficifolia,Cucurbita,5
1412368,Anemone_multifida,Anemone,5
1359821,Papaver_rupifragum,Papaver,5
1618100,Dendrobium_munificum,Dendrobium,5
1408071,Fernelia_buxifolia,Fernelia,5
1389016,Macrosyringion_longiflorum,Macrosyringion,5
1440416,Calochortus_gunnisonii,Calochortus,5
1394169,Ophrys_provincialis,Ophrys,4
1440423,Calochortus_leichtlinii,Calochortus,4
1440446,Calochortus_tolmiei,Calochortus,4
1438056,Sedum_pulchellum,Sedum,4
1409525,Crotalaria_pumila,Crotalaria,4
1442833,Acacia_berlandieri,Acacia,4
1417506,Dracophyllum_verticillatum,Dracophyllum,4
1442930,Alocasia_cucullata,Alocasia,4
1406756,Guatteria_citriodora,Guatteria,4
1689963,Smilax_excelsa,Smilax,4
1682159,Angostura_granulosa,Angostura,4
1358102,Sedum_caespitosum,Sedum,4
1401141,Caraipa_densifolia,Caraipa,4
1401242,Dryopteris_wallichiana,Dryopteris,4
1401701,Xylopia_frutescens,Xylopia,4
1584568,Prosopis_pallida,Prosopis,4
1358608,Phyllanthus_reticulatus,Phyllanthus,4
1405653,Piriqueta_cistoides,Piriqueta,4
1529148,Sedum_decumbens,Sedum,4
1444049,Acacia_redolens,Acacia,4
1529144,Sedum_cyaneum,Sedum,4
1358695,Hypericum_empetrifolium,Hypericum,4
1409918,Phyllanthus_epiphyllanthus,Phyllanthus,4
1367343,Crotalaria_uguenensis,Crotalaria,4
1408160,Hernandia_mascarenensis,Hernandia,4
1488285,Tephrocactus_geometricus,Tephrocactus,4
1367784,Cordyla_africana,Cordyla,4
1408812,Vepris_lanceolata,Vepris,4
1408845,Zaleya_pentandra,Zaleya,4
1367087,Crotalaria_deflersii,Crotalaria,4
1440425,Calochortus_luteus,Calochortus,4
1356055,Ibicella_lutea,Ibicella,4
1434258,Lupinus_formosus,Lupinus,4
1359506,Trifolium_micranthum,Trifolium,4
1421026,Aphelandra_sinclairiana,Aphelandra,4
1383772,Aristea_abyssinica,Aristea,4
1359513,Trifolium_pannonicum,Trifolium,4
1361233,Danthonia_decumbens,Danthonia,4
1424377,Breynia_vitis-idaea,Breynia,4
1419612,Abeliophyllum_distichum,Abeliophyllum,4
1431925,Maerua_triphylla,Maerua,4
1433176,Hypericum_tetrapetalum,Hypericum,4
1389078,Aizoanthemum_hispanicum,Aizoanthemum,4
1360687,Daucus_muricatus,Daucus,4
1434232,Lupinus_chamissonis,Lupinus,4
1391964,Epipactis_phyllanthes,Epipactis,4
1375954,Phyllanthus_suffrutescens,Phyllanthus,4
1421386,Acacia_confusa,Acacia,4
1418475,Tradescantia_subaspera,Tradescantia,4
1418345,Calycanthus_occidentalis,Calycanthus,4
1410024,Selenicereus_anthonyanus,Selenicereus,4
1374450,Aspilia_pluriseta,Aspilia,4
1391198,Cirsium_filipendulum,Cirsium,4
1399667,Ophrys_lunulata,Ophrys,3
1711753,Nepenthes_truncata,Nepenthes,3
1364512,Microchloa_kunthii,Microchloa,3
1420544,Limonia_acidissima,Limonia,3
1412445,Angelica_lucida,Angelica,3
1366898,Prosopis_alba,Prosopis,3
1407379,Anthurium_crystallinum,Anthurium,3
1384760,Asystasia_riparia,Asystasia,3
1712003,Guatteria_dolichopoda,Guatteria,3
1384199,Erianthemum_dregei,Erianthemum,3
1397407,Hypericum_hyssopifolium,Hypericum,3
1383774,Aristea_ecklonii,Aristea,3
1421011,Pancratium_maritimum,Pancratium,3
1712019,Stenanona_costaricensis,Stenanona,3
1712365,Schefflera_morototoni,Schefflera,3
1491513,Pterocephalus_perennis,Pterocephalus,3
1717570,Alibertia_edulis,Alibertia,3
1364440,Arthraxon_hispidus,Arthraxon,3
1643349,Peperomia_columella,Peperomia,3
1359524,Trifolium_squamosum,Trifolium,3
1412745,Moehringia_lateriflora,Moehringia,3
1418653,Dryopteris_cycadina,Dryopteris,3
1360591,Daphne_oleoides,Daphne,3
1643690,Peperomia_maculosa,Peperomia,3
1401883,Bonafousia_undulata,Bonafousia,3
1363359,Zannichellia_palustris,Zannichellia,3
1389426,Liriodendron_chinensis,Liriodendron,3
1392691,Hebe_ochracea,Hebe,3
1408386,Mussaenda_arcuata,Mussaenda,3
1364112,Guizotia_abyssinica,Guizotia,3
1414746,Entada_phaseoloides,Entada,3
1568134,Acacia_cognata,Acacia,3
1398125,Ophrys_pseudoscolopax,Ophrys,3
1404002,Xylopia_crinita,Xylopia,3
1404745,Aciotis_rubricaulis,Aciotis,3
1550658,Pelargonium_echinatum,Pelargonium,3
1413751,Sedum_divergens,Sedum,3
1538569,Empetrum_rubrum,Empetrum,3
1407077,Guatteria_punctata,Guatteria,3
1425899,Acacia_farnesiana,Acacia,3
1409586,Entada_gigas,Entada,3
1372602,Pilocarpus_racemosus,Pilocarpus,3
1359505,Trifolium_michelianum,Trifolium,3
1356847,Spergularia_rubra,Spergularia,3
1359359,Melilotus_italicus,Melilotus,3
1427821,Dalbergia_sissoo,Dalbergia,3
1394502,Phedimus_stellatus,Phedimus,3
1435228,Nyctaginia_capitata,Nyctaginia,3
1424003,Mazus_pumilus,Mazus,3
1440476,Calylophus_hartwegii,Calylophus,3
1423286,Schkuhria_pinnata,Schkuhria,3
1394153,Ophrys_morisii,Ophrys,3
1422721,Hypericum_revolutum,Hypericum,3
1435709,Pelargonium_panduriforme,Pelargonium,3
1408594,Acacia_podalyriifolia,Acacia,3
1396145,Sedum_annuum,Sedum,3
1418545,Sedum_kamtschaticum,Sedum,2
1363701,Lupinus_pilosus,Lupinus,2
1439145,Tradescantia_crassifolia,Tradescantia,2
1713198,Bourreria_andrieuxii,Bourreria,2
1401216,Vismia_macrophylla,Vismia,2
1401222,Vismia_sessilifolia,Vismia,2
1439703,Xylococcus_bicolor,Xylococcus,2
1391499,Cymbalaria_hepaticifolia,Cymbalaria,2
1409824,Mussaenda_pubescens,Mussaenda,2
1434320,Lupinus_subcarnosus,Lupinus,2
1638998,Adlumia_fungosa,Adlumia,2
1440412,Calochortus_eurycarpus,Calochortus,2
1434267,Lupinus_hirsutissimus,Lupinus,2
1416420,Atractocarpus_platyxylon,Atractocarpus,2
1434249,Lupinus_diffusus,Lupinus,2
1418659,Dryopteris_sieboldii,Dryopteris,2
1617904,Dendrobium_kingianum,Dendrobium,2
1401148,Caraipa_punctulata,Caraipa,2
1434383,Lyonothamnus_floribundus,Lyonothamnus,2
1409407,Bourreria_succulenta,Bourreria,2
1711873,Aphelandra_aurantiaca,Aphelandra,2
1438045,Sedum_moranense,Sedum,2
1400060,Acacia_pravissima,Acacia,2
1438049,Sedum_niveum,Sedum,2
1415593,Dubouzetia_campanulata,Dubouzetia,2
1363016,Cenchrus_clandestinus,Cenchrus,2
1415584,Dubouzetia_confusa,Dubouzetia,2
1414924,Acacia_simplex,Acacia,2
1694631,Coussapoa_villosa,Coussapoa,2
1414903,Hernandia_cordigera,Hernandia,2
1391206,Cirsium_glabrum,Cirsium,2
1675513,Margaritopsis_haematocarpa,Margaritopsis,2
1409932,Pilosocereus_royeni,Pilosocereus,2
1399141,Chaerophyllum_aromaticum,Chaerophyllum,2
1440440,Calochortus_splendens,Calochortus,2
1663341,Anemone_pavoniana,Anemone,2
1438358,Smilax_laurifolia,Smilax,2
1418192,Cereus_hildmannianus,Cereus,2
1411925,Epipactis_gigantea,Epipactis,2
1600531,Cedrela_fissilis,Cedrela,2
1608440,Nymphaea_rubra,Nymphaea,2
1407874,Cryptostegia_grandiflora,Cryptostegia,2
1394648,Pleurospermum_austriacum,Pleurospermum,2
1529128,Sedum_compressum,Sedum,2
1396134,Diascia_vigilis,Diascia,2
1420700,Browallia_speciosa,Browallia,2
1436923,Prosopis_pubescens,Prosopis,2
1361507,Oncostema_elongata,Oncostema,2
1522377,Tagetes_lunulata,Tagetes,2
1407873,Cryptopus_elatus,Cryptopus,2
1412444,Leersia_virginica,Leersia,2
1355920,Pelargonium_capitatum,Pelargonium,2
1423932,Hernandia_nymphaeifolia,Hernandia,2
1423633,Melampodium_perfoliatum,Melampodium,2
1411827,Dryopteris_carthusiana,Dryopteris,2
1393465,Lavandula_x_intermedia,Lavandula,2
1393818,Mercurialis_ambigua,Mercurialis,2
1396869,Trifolium_thalii,Trifolium,2
1358759,Lavandula_minutolii,Lavandula,2
1486655,Coryphantha_elephantidens,Coryphantha,2
1360976,Pancratium_canariense,Pancratium,2
1464023,Alocasia_baginda,Alocasia,2
1402464,Anthurium_scandens,Anthurium,2
1444156,Acacia_rigidula,Acacia,2
1433496,Keckiella_cordifolia,Keckiella,2
1402576,Dracontium_polyphyllum,Dracontium,2
1388911,Ophrys_druentica,Ophrys,2
1375895,Phyllanthus_fischeri,Phyllanthus,2
1431222,Barringtonia_acutangula,Barringtonia,2
1403272,Declieuxia_fruticosa,Declieuxia,2
1419864,Heteromorpha_arborescens,Heteromorpha,2
1430515,Smilax_china,Smilax,2
1430287,Schinopsis_balansae,Schinopsis,2
1427043,Freycinetia_cumingiana,Freycinetia,2
1419924,Peperomia_dolabriformis,Peperomia,2
1404776,Guatteria_amplifolia,Guatteria,2
1412663,Maianthemum_trifolium,Maianthemum,2
1419949,Maurandya_barclayana,Maurandya,2
1420092,Sasa_palmata,Sasa,2
1359331,Lupinus_cosentinii,Lupinus,2
1535203,Uncinia_rubra,Uncinia,2
1394549,Angelica_heterocarpa,Angelica,2
1718287,Acacia_senegalensis,Acacia,2
