index,id_species,species_group,species_name,Images
511,1662426,Lomatia,Lomatia_ferruginea,32.0
512,1442865,Elephantopus,Elephantopus_elatus,31.0
513,1420365,Fragaria,Fragaria_x_ananassa,31.0
514,1396823,Tradescantia,Tradescantia_x_andersoniana,31.0
515,1363739,Trifolium,Trifolium_nigrescens,31.0
516,1434712,Metasequoia,Metasequoia_glyptostroboides,30.0
517,1359060,Acacia,Acacia_mellifera,30.0
518,1488206,Stenocactus,Stenocactus_multicostatus,30.0
519,1373231,Pelargonium,Pelargonium_quinquelobatum,30.0
520,1367267,Crotalaria,Crotalaria_polysperma,30.0
521,1387107,Kniphofia,Kniphofia_linearifolia,30.0
522,1397515,Trinia,Trinia_glauca,30.0
523,1391190,Cirsium,Cirsium_dissectum,30.0
524,1421628,Nephrolepis,Nephrolepis_falcata,29.0
525,1360150,Adonis,Adonis_flammea,29.0
526,1644223,Peperomia,Peperomia_verticillata,29.0
527,1394378,Anemone,Anemone_x_hybrida,29.0
528,1392254,Fedia,Fedia_graciliflora,29.0
529,1359065,Acacia,Acacia_tortilis,29.0
530,1361524,Elodea,Elodea_canadensis,29.0
531,1397550,Sedum,Sedum_montanum,28.0
532,1396144,Sedum,Sedum_alpestre,28.0
533,1409239,Anthurium,Anthurium_scherzerianum,28.0
534,1404481,Vanilla,Vanilla_planifolia,28.0
535,1358302,Fibigia,Fibigia_clypeata,27.0
536,1391962,Epipactis,Epipactis_muelleri,27.0
537,1412313,Hypericum,Hypericum_prolificum,27.0
538,1365712,Harpachne,Harpachne_schimperi,27.0
539,1432824,Herbertia,Herbertia_lahue,27.0
540,1374448,Aspilia,Aspilia_mossambicensis,27.0
541,1414272,Balsamorhiza,Balsamorhiza_sagittata,27.0
542,1486475,Cereus,Cereus_forbesii,27.0
543,1359815,Papaver,Papaver_atlanticum,27.0
544,1367938,Acacia,Acacia_drepanolobium,27.0
545,1382099,Acacia,Acacia_mangium,27.0
546,1393656,Lupinus,Lupinus_x_regalis,27.0
547,1387687,Vanilla,Vanilla_planifolia,27.0
548,1643341,Peperomia,Peperomia_clusiifolia,27.0
549,1359064,Acacia,Acacia_seyal,27.0
550,1408507,Phyllanthus,Phyllanthus_emblica,27.0
551,1358097,Sedum,Sedum_andegavense,26.0
552,1391967,Epipactis,Epipactis_purpurata,26.0
553,1391807,Dryopteris,Dryopteris_cristata,26.0
554,1414808,Cerbera,Cerbera_manghas,26.0
555,1391113,Chaerophyllum,Chaerophyllum_villarsii,26.0
556,1408468,Pelargonium,Pelargonium_x_asperum,26.0
557,1363019,Cenchrus,Cenchrus_purpureus,26.0
558,1365961,Cedrela,Cedrela_odorata,25.0
559,1643819,Peperomia,Peperomia_pecuniifolia,25.0
560,1486501,Cereus,Cereus_uruguayanus,25.0
561,1363688,Crotalaria,Crotalaria_juncea,25.0
562,1698065,Cyphostemma,Cyphostemma_serpens,25.0
563,1427659,Crotalaria,Crotalaria_laburnifolia,25.0
564,1418732,Oxydendrum,Oxydendrum_arboreum,25.0
565,1409214,Peperomia,Peperomia_argyreia,25.0
566,1409834,Neolamarckia,Neolamarckia_cadamba,25.0
567,1421107,Alocasia,Alocasia_macrorrhizos,24.0
568,1413832,Smilax,Smilax_herbacea,24.0
569,1408451,Paederia,Paederia_foetida,24.0
570,1399063,Alcea,Alcea_setosa,24.0
571,1391960,Epipactis,Epipactis_leptochila,24.0
572,1357682,Lactuca,Lactuca_tenerrima,24.0
573,1441375,Cirsium,Cirsium_horridulum,24.0
574,1389633,Ophrys,Ophrys_occidentalis,24.0
575,1434326,Lupinus,Lupinus_texensis,24.0
576,1396754,Thesium,Thesium_alpinum,24.0
577,1419352,Limnanthes,Limnanthes_douglasii,23.0
578,1410147,Zamia,Zamia_pumila,23.0
579,1374933,Montanoa,Montanoa_hibiscifolia,23.0
580,1362834,Diatelia,Diatelia_tuberaria,23.0
581,1449149,Lithops,Lithops_olivacea,22.0
582,1411520,Comptonia,Comptonia_peregrina,22.0
583,1408734,Stoebe,Stoebe_passerinoides,22.0
584,1412314,Hypericum,Hypericum_punctatum,22.0
585,1404804,Luffa,Luffa_cylindrica,22.0
586,1361316,Leersia,Leersia_oryzoides,22.0
587,1394418,Anemone,Anemone_halleri,22.0
588,1360154,Anemone,Anemone_palmata,21.0
589,1408810,Vangueria,Vangueria_madagascariensis,21.0
590,1369472,Gomphocarpus,Gomphocarpus_integer,21.0
591,1419942,Hebe,Hebe_franciscana,21.0
592,1356037,Egeria,Egeria_densa,21.0
593,1412412,Lactuca,Lactuca_biennis,21.0
594,1363735,Trifolium,Trifolium_alexandrinum,21.0
595,1411700,Daucus,Daucus_pusillus,21.0
596,1420288,Anemone,Anemone_patens,21.0
597,1444195,Hackelia,Hackelia_velutina,21.0
598,1379303,Guaiacum,Guaiacum_officinale,21.0
599,1389031,Pyracantha,Pyracantha_koidzumii,21.0
600,1414057,Tradescantia,Tradescantia_occidentalis,20.0
601,1408284,Leonitis,Leonitis_nepetifolia,20.0
602,1358691,Hypericum,Hypericum_canariense,20.0
603,1419720,Dendrobium,Dendrobium_spp.,20.0
604,1418563,Cucurbita,Cucurbita_foetidissima,20.0
605,1418576,Eucryphia,Eucryphia_cordifolia,20.0
606,1412888,Osmunda,Osmunda_cinnamomea,20.0
607,1402356,Nymphoides,Nymphoides_indica,19.0
608,1360838,Fedia,Fedia_cornucopiae,19.0
609,1398196,Dryopteris,Dryopteris_erythrosora,19.0
610,1411462,Cirsium,Cirsium_discolor,19.0
611,1358748,Lamium,Lamium_bifidum,19.0
612,1391961,Epipactis,Epipactis_microphylla,19.0
613,1395720,Sagittaria,Sagittaria_graminea,19.0
614,1367921,Acacia,Acacia_xanthophloea,19.0
615,1361655,Neotinea,Neotinea_maculata,19.0
616,1408502,Antirhea,Antirhea_borbonica,19.0
617,1412596,Lupinus,Lupinus_bicolor,19.0
618,1358755,Lavandula,Lavandula_canariensis,19.0
619,1391197,Cirsium,Cirsium_ferox,19.0
620,1363492,Phalaris,Phalaris_minor,19.0
621,1388905,Hypericum,Hypericum_balearicum,18.0
622,1355955,Pelargonium,Pelargonium_odoratissimum,18.0
623,1394580,Angelica,Angelica_razulii,18.0
624,1394114,Ophrys,Ophrys_exaltata,18.0
625,1363970,Myosurus,Myosurus_minimus,18.0
626,1394457,Anemone,Anemone_montana,18.0
627,1409839,Nymphaea,Nymphaea_ampla,18.0
628,1438041,Sedum,Sedum_glaucophyllum,18.0
629,1567995,Acacia,Acacia_auriculiformis,18.0
630,1403654,Urera,Urera_baccifera,18.0
631,1361357,Phalaris,Phalaris_coerulescens,18.0
632,1463177,Trachelospermum,Trachelospermum_asiaticum,18.0
633,1412831,Nymphaea,Nymphaea_mexicana,18.0
634,1391821,Dryopteris,Dryopteris_villarii,18.0
635,1391810,Dryopteris,Dryopteris_expansa,18.0
636,1366899,Prosopis,Prosopis_juliflora,18.0
637,1464054,Alocasia,Alocasia_lauterbachiana,18.0
638,1398700,Dryopteris,Dryopteris_fragrans,17.0
639,1413835,Smilax,Smilax_tamnoides,17.0
640,1397208,Viscaria,Viscaria_alpina,17.0
641,1358711,Hypericum,Hypericum_tomentosum,17.0
642,1356138,Striga,Striga_asiatica,17.0
643,1394714,Sasa,Sasa_palmata,17.0
644,1397613,Fragaria,Fragaria_virginiana,17.0
645,1409551,Dendrobium,Dendrobium_crumenatum,17.0
646,1410025,Selenicereus,Selenicereus_grandiflorus,16.0
647,1428059,Dischidia,Dischidia_nummularia,16.0
648,1449139,Lithops,Lithops_aucampiae,16.0
649,1423469,Maytenus,Maytenus_boaria,16.0
650,1370993,Conostomium,Conostomium_quadrangulare,16.0
651,1408227,Acacia,Acacia_auriculiformis,16.0
652,1373535,Gynura,Gynura_procumbens,16.0
653,1394406,Papaver,Papaver_rhaeticum,16.0
654,1417916,Anisocampium,Anisocampium_niponicum,16.0
655,1542499,Acalypha,Acalypha_macrostachya,16.0
656,1417117,Dendrobium,Dendrobium_closterium,16.0
657,1362064,Wigandia,Wigandia_caracasana,16.0
658,1437724,Sagittaria,Sagittaria_montevidensis,16.0
659,1408509,Phyllanthus,Phyllanthus_phillyreifolius,15.0
660,1358703,Hypericum,Hypericum_linariifolium,15.0
661,1441099,Chaerophyllum,Chaerophyllum_tainturieri,15.0
662,1410168,Acalypha,Acalypha_aristata,15.0
663,1391498,Cymbalaria,Cymbalaria_aequitriloba,15.0
664,1405703,Crotalaria,Crotalaria_incana,15.0
665,1453004,Cyrtanthus,Cyrtanthus_elatus,15.0
666,1414276,Barbarea,Barbarea_vulgaris,15.0
667,1374466,Schkuhria,Schkuhria_pinnata,15.0
668,1617292,Dendrobium,Dendrobium_anosmum,15.0
669,1396858,Trifolium,Trifolium_pallescens,15.0
670,1359364,Melilotus,Melilotus_sulcatus,14.0
671,1363343,Aizoon,Aizoon_canariense,14.0
672,1391184,Cirsium,Cirsium_canum,14.0
673,1381173,Mecardonia,Mecardonia_procumbens,14.0
674,1414397,Calochortus,Calochortus_macrocarpus,14.0
675,1393322,Iva,Iva_xanthiifolia,14.0
676,1418102,Lithops,Lithops_marmorata,14.0
677,1419874,Lapageria,Lapageria_rosea,14.0
678,1359489,Trifolium,Trifolium_cherleri,14.0
679,1399157,Daphne,Daphne_sericea,14.0
680,1438354,Smilax,Smilax_glauca,14.0
681,1361658,Ophrys,Ophrys_bombyliflora,14.0
682,1401711,Xylopia,Xylopia_nitida,14.0
683,1371680,Mussaenda,Mussaenda_frondosa,14.0
684,1361704,Groenlandia,Groenlandia_densa,14.0
685,1550799,Pelargonium,Pelargonium_tomentosum,14.0
686,1397959,Sagittaria,Sagittaria_lancifolia,14.0
687,1358750,Lamium,Lamium_garganicum,14.0
688,1366875,Aeschynomene,Aeschynomene_americana,14.0
689,1418033,Mertensia,Mertensia_ciliata,13.0
690,1420796,Daphne,Daphne_tangutica,13.0
691,1470435,Wodyetia,Wodyetia_bifurcata,13.0
692,1412311,Hypericum,Hypericum_kalmianum,13.0
693,1568056,Acacia,Acacia_brevispica,13.0
694,1367431,Lupinus,Lupinus_perennis,13.0
695,1356379,Dryopteris,Dryopteris_aemula,13.0
696,1440273,Brodiaea,Brodiaea_elegans,13.0
697,1357367,Carthamus,Carthamus_caeruleus,13.0
698,1390617,Nothofagus,Nothofagus_obliqua,13.0
699,1550785,Pelargonium,Pelargonium_sidoides,13.0
700,1408034,Eranthemum,Eranthemum_pulchellum,13.0
701,1419197,Hypericum,Hypericum_frondosum,13.0
702,1529084,Sedum,Sedum_allantoides,13.0
703,1399804,Lavandula,Lavandula_pinnata,13.0
704,1413752,Sedum,Sedum_lanceolatum,13.0
705,1608034,Nothofagus,Nothofagus_nitida,13.0
706,1529179,Sedum,Sedum_furfuraceum,13.0
707,1392418,Galega,Galega_orientalis,13.0
708,1408066,Faujasia,Faujasia_salicifolia,13.0
709,1397510,Thesium,Thesium_pyrenaicum,12.0
710,1362928,Cenchrus,Cenchrus_longispinus,12.0
711,1362192,Sedum,Sedum_villosum,12.0
712,1359514,Trifolium,Trifolium_patens,12.0
713,1363464,Cenchrus,Cenchrus_echinatus,12.0
714,1389628,Patzkea,Patzkea_paniculata,12.0
715,1400798,Vanilla,Vanilla_pompona,12.0
716,1358127,Sedum,Sedum_multiceps,12.0
717,1358119,Sedum,Sedum_litoreum,12.0
718,1522375,Tagetes,Tagetes_lemmonii,12.0
719,1412595,Lupinus,Lupinus_argenteus,12.0
720,1359526,Trifolium,Trifolium_striatum,12.0
721,1409919,Phyllanthus,Phyllanthus_mimosoides,12.0
722,1432545,Asystasia,Asystasia_mysorensis,12.0
723,1438033,Sedum,Sedum_albomarginatum,12.0
724,1362024,Hypericum,Hypericum_triquetrifolium,12.0
725,1420929,Guaiacum,Guaiacum_sanctum,12.0
726,1618570,Dendrobium,Dendrobium_thyrsiflorum,12.0
727,1396867,Trifolium,Trifolium_spadiceum,12.0
728,1375776,Acalypha,Acalypha_crenata,12.0
729,1568799,Acacia,Acacia_podalyriifolia,12.0
730,1420653,Illicium,Illicium_floridanum,12.0
731,1424005,Melampodium,Melampodium_divaricatum,12.0
732,1419112,Pelargonium,Pelargonium_crispum,12.0
733,1409705,Illicium,Illicium_verum,12.0
734,1384500,Lagenaria,Lagenaria_sphaerica,12.0
735,1358690,Hypericum,Hypericum_australe,12.0
736,1568102,Acacia,Acacia_caven,12.0
737,1420931,Nepenthes,Nepenthes_spp.,11.0
738,1697991,Cyphostemma,Cyphostemma_juttae,11.0
739,1408107,Geniostoma,Geniostoma_borbonicum,11.0
740,1403479,Mauritia,Mauritia_flexuosa,11.0
741,1398615,Iva,Iva_annua,11.0
742,1400080,Adonis,Adonis_pyrenaica,11.0
743,1363738,Trifolium,Trifolium_glomeratum,11.0
744,1399803,Astydamia,Astydamia_latifolia,11.0
745,1422636,Calodendrum,Calodendrum_capense,11.0
746,1412834,Nymphaea,Nymphaea_tetragona,11.0
747,1381468,Browallia,Browallia_americana,11.0
748,1608001,Nepenthes,Nepenthes_mirabilis,11.0
749,1359502,Trifolium,Trifolium_lappaceum,11.0
750,1418295,Neobuxbaumia,Neobuxbaumia_polylopha,11.0
751,1438043,Sedum,Sedum_laxum,11.0
752,1425433,Prosopis,Prosopis_farcta,11.0
753,1438616,Stanleya,Stanleya_pinnata,11.0
754,1370991,Conostomium,Conostomium_kenyense,11.0
755,1418084,Lithops,Lithops_karasmontana,11.0
756,1391167,Cirsium,Cirsium_alsophilum,11.0
757,1405088,Schefflera,Schefflera_decaphylla,11.0
758,1417900,Tagetes,Tagetes_lucida,11.0
759,1465016,Anthurium,Anthurium_salvinii,11.0
760,1580985,Lupinus,Lupinus_nootkatensis,10.0
761,1464086,Alocasia,Alocasia_wentii,10.0
762,1413753,Sedum,Sedum_oreganum,10.0
763,1434594,Melampodium,Melampodium_leucanthum,10.0
764,1363743,Dalbergia,Dalbergia_melanoxylon,10.0
765,1465149,Anthurium,Anthurium_veitchii,10.0
766,1367998,Acacia,Acacia_angustissima,10.0
767,1513780,Leptinella,Leptinella_potentillina,10.0
768,1506976,Erechtites,Erechtites_minima,10.0
769,1420364,Fragaria,Fragaria_virginiana,10.0
770,1367949,Acacia,Acacia_hockii,10.0
771,1385853,Raphia,Raphia_farinifera,10.0
772,1488001,Pilosocereus,Pilosocereus_chrysostele,10.0
773,1415911,Acacia,Acacia_spirorbis,10.0
774,1711787,Cymbalaria,Cymbalaria_muralis,10.0
775,1411472,Cirsium,Cirsium_undulatum,10.0
776,1408953,Acacia,Acacia_nilotica,10.0
777,1400110,Bellium,Bellium_bellidioides,10.0
778,1711775,Lavandula,Lavandula_spp.,10.0
779,1402433,Anthurium,Anthurium_jenmanii,10.0
780,1411829,Dryopteris,Dryopteris_cristata,10.0
781,1401736,Pogonophora,Pogonophora_schomburgkiana,10.0
782,1393796,Melilotus,Melilotus_spicatus,10.0
783,1393967,Noccaea,Noccaea_montana,10.0
784,1408092,Fragaria,Fragaria_x_ananassa,10.0
785,1359521,Trifolium,Trifolium_scabrum,10.0
786,1697960,Cyphostemma,Cyphostemma_cyphopetalum,10.0
787,1409550,Dendrobium,Dendrobium_chrysotoxum,10.0
788,1396758,Thesium,Thesium_linophyllon,10.0
789,1397408,Hypericum,Hypericum_mutilum,10.0
790,1418061,Lithops,Lithops_fulviceps,9.0
791,1442541,Diervilla,Diervilla_sessilifolia,9.0
792,1387727,Ansellia,Ansellia_africana,9.0
793,1394183,Ophrys,Ophrys_saratoi,9.0
794,1444216,Haplophyton,Haplophyton_crooksii,9.0
795,1497630,Tradescantia,Tradescantia_x_andersoniana,9.0
796,1393416,Lactuca,Lactuca_macrophylla,9.0
797,1402303,Guarea,Guarea_gomma,9.0
798,1420767,Alocasia,Alocasia_cuprea,9.0
799,1621823,Erycina,Erycina_pusilla,9.0
800,1409328,Acacia,Acacia_tortuosa,9.0
801,1387284,Smilax,Smilax_anceps,9.0
802,1356279,Asystasia,Asystasia_gangetica,9.0
803,1373259,Pelargonium,Pelargonium_glechomoides,9.0
804,1401718,Xylopia,Xylopia_sericea,9.0
805,1380904,Boscia,Boscia_coriacea,9.0
806,1362398,Acacia,Acacia_etbaica,9.0
807,1568144,Acacia,Acacia_confluens,9.0
808,1711751,Nepenthes,Nepenthes_alata,9.0
809,1363493,Phalaris,Phalaris_paradoxa,9.0
810,1398805,Neotinea,Neotinea_conica,9.0
811,1392730,Helicodiceros,Helicodiceros_muscivorus,9.0
812,1360152,Adonis,Adonis_microcarpa,9.0
813,1412992,Aralia,Aralia_hispida,9.0
814,1408657,Schefflera,Schefflera_actinophylla,9.0
815,1608003,Nepenthes,Nepenthes_x_neglecta,9.0
816,1359523,Trifolium,Trifolium_spumosum,9.0
817,1438868,Tagetes,Tagetes_lemmonii,9.0
818,1408718,Acalypha,Acalypha_integrifolia,9.0
819,1518683,Rhodanthe,Rhodanthe_chlorocephala,9.0
820,1355961,Pelargonium,Pelargonium_quercifolium,9.0
821,1380874,Boscia,Boscia_mossambicensis,8.0
822,1409299,Falcataria,Falcataria_moluccana,8.0
823,1419713,Dendrobium,Dendrobium_aphyllum,8.0
824,1435225,Aralia,Aralia_californica,8.0
825,1576296,Dalbergia,Dalbergia_retusa,8.0
826,1409521,Crotalaria,Crotalaria_brevidens,8.0
827,1397269,Anemone,Anemone_vitifolia,8.0
828,1398494,Corispermum,Corispermum_pallasii,8.0
829,1394088,Ophrys,Ophrys_catalaunica,8.0
830,1385749,Asystasia,Asystasia_charmian,8.0
831,1560405,Lavandula,Lavandula_canariensis,8.0
832,1421523,Acacia,Acacia_koaia,8.0
833,1358193,Boscia,Boscia_angustifolia,8.0
834,1408727,Stemodia,Stemodia_verticillata,8.0
835,1608023,Nothofagus,Nothofagus_betuloides,8.0
836,1455408,Guatteria,Guatteria_aeruginosa,8.0
837,1465026,Anthurium,Anthurium_schlechtendalii,8.0
838,1430280,Schefflera,Schefflera_heptaphylla,8.0
839,1419595,Nothofagus,Nothofagus_alpina,8.0
840,1367781,Dalbergia,Dalbergia_latifolia,8.0
841,1412740,Mitella,Mitella_diphylla,8.0
842,1412698,Mertensia,Mertensia_paniculata,8.0
843,1393242,Hypericum,Hypericum_coris,8.0
844,1393248,Hypericum,Hypericum_x_inodorum,8.0
845,1412344,Iva,Iva_frutescens,8.0
846,1409552,Dendrobium,Dendrobium_moschatum,8.0
847,1411469,Cirsium,Cirsium_muticum,8.0
848,1411466,Cirsium,Cirsium_foliosum,8.0
849,1494482,Maytenus,Maytenus_ilicifolia,8.0
850,1434584,Mazus,Mazus_pumilus,8.0
851,1394077,Ophrys,Ophrys_aveyronensis,8.0
852,1366997,Crotalaria,Crotalaria_spectabilis,7.0
853,1412368,Anemone,Anemone_multifida,7.0
854,1465170,Anthurium,Anthurium_warocqueanum,7.0
855,1417546,Schefflera,Schefflera_spp.,7.0
856,1367060,Crotalaria,Crotalaria_chrysochlora,7.0
857,1408071,Fernelia,Fernelia_buxifolia,7.0
858,1359806,Hunnemannia,Hunnemannia_fumariifolia,7.0
859,1399338,Paederota,Paederota_bonarota,7.0
860,1440416,Calochortus,Calochortus_gunnisonii,7.0
861,1464567,Anthurium,Anthurium_faustomirandae,7.0
862,1438052,Sedum,Sedum_obtusatum,7.0
863,1375797,Acalypha,Acalypha_hispida,7.0
864,1400096,Barbarea,Barbarea_rupicola,7.0
865,1713199,Bourreria,Bourreria_costaricensis,7.0
866,1405252,Aphelandra,Aphelandra_scabra,7.0
867,1391221,Cirsium,Cirsium_morisianum,7.0
868,1644145,Peperomia,Peperomia_tetragona,7.0
869,1389016,Macrosyringion,Macrosyringion_longiflorum,7.0
870,1379585,Wigandia,Wigandia_urens,7.0
871,1398526,Lupinus,Lupinus_nootkatensis,7.0
872,1367369,Crotalaria,Crotalaria_verrucosa,7.0
873,1394189,Ophrys,Ophrys_sulcata,7.0
874,1359821,Papaver,Papaver_rupifragum,7.0
875,1394078,Ophrys,Ophrys_aymoninii,7.0
876,1360004,Goniolimon,Goniolimon_tataricum,7.0
877,1409283,Zamia,Zamia_furfuracea,7.0
878,1401211,Vismia,Vismia_cayennensis,7.0
879,1393851,Moehringia,Moehringia_pentandra,7.0
880,1411423,Chamerion,Chamerion_latifolium,7.0
881,1356309,Nymphaea,Nymphaea_nouchali,7.0
882,1460343,Dischidia,Dischidia_ovata,7.0
883,1618100,Dendrobium,Dendrobium_munificum,7.0
884,1408508,Phyllanthus,Phyllanthus_niruroides,7.0
885,1384482,Cucurbita,Cucurbita_ficifolia,7.0
886,1400844,Guatteria,Guatteria_anteridifera,7.0
887,1358365,Maerua,Maerua_angolensis,7.0
888,1447962,Aextoxicon,Aextoxicon_punctatum,7.0
889,1356055,Ibicella,Ibicella_lutea,6.0
890,1406756,Guatteria,Guatteria_citriodora,6.0
891,1529148,Sedum,Sedum_decumbens,6.0
892,1529144,Sedum,Sedum_cyaneum,6.0
893,1374450,Aspilia,Aspilia_pluriseta,6.0
894,1401701,Xylopia,Xylopia_frutescens,6.0
895,1438056,Sedum,Sedum_pulchellum,6.0
896,1538569,Empetrum,Empetrum_rubrum,6.0
897,1405653,Piriqueta,Piriqueta_cistoides,6.0
898,1358695,Hypericum,Hypericum_empetrifolium,6.0
899,1358102,Sedum,Sedum_caespitosum,6.0
900,1367784,Cordyla,Cordyla_africana,6.0
901,1440423,Calochortus,Calochortus_leichtlinii,6.0
902,1440425,Calochortus,Calochortus_luteus,6.0
903,1440446,Calochortus,Calochortus_tolmiei,6.0
904,1367343,Crotalaria,Crotalaria_uguenensis,6.0
905,1442833,Acacia,Acacia_berlandieri,6.0
906,1358608,Phyllanthus,Phyllanthus_reticulatus,6.0
907,1442930,Alocasia,Alocasia_cucullata,6.0
908,1444049,Acacia,Acacia_redolens,6.0
909,1401242,Dryopteris,Dryopteris_wallichiana,6.0
910,1401141,Caraipa,Caraipa_densifolia,6.0
911,1488285,Tephrocactus,Tephrocactus_geometricus,6.0
912,1367087,Crotalaria,Crotalaria_deflersii,6.0
913,1391964,Epipactis,Epipactis_phyllanthes,6.0
914,1408160,Hernandia,Hernandia_mascarenensis,6.0
915,1689963,Smilax,Smilax_excelsa,6.0
916,1682159,Angostura,Angostura_granulosa,6.0
917,1408812,Vepris,Vepris_lanceolata,6.0
918,1408845,Zaleya,Zaleya_pentandra,6.0
919,1421386,Acacia,Acacia_confusa,6.0
920,1383772,Aristea,Aristea_abyssinica,6.0
921,1421026,Aphelandra,Aphelandra_sinclairiana,6.0
922,1361233,Danthonia,Danthonia_decumbens,6.0
923,1409525,Crotalaria,Crotalaria_pumila,6.0
924,1419612,Abeliophyllum,Abeliophyllum_distichum,6.0
925,1389078,Aizoanthemum,Aizoanthemum_hispanicum,6.0
926,1360687,Daucus,Daucus_muricatus,6.0
927,1409918,Phyllanthus,Phyllanthus_epiphyllanthus,6.0
928,1410024,Selenicereus,Selenicereus_anthonyanus,6.0
929,1418475,Tradescantia,Tradescantia_subaspera,6.0
930,1418345,Calycanthus,Calycanthus_occidentalis,6.0
931,1359506,Trifolium,Trifolium_micranthum,6.0
932,1359513,Trifolium,Trifolium_pannonicum,6.0
933,1417506,Dracophyllum,Dracophyllum_verticillatum,6.0
934,1391198,Cirsium,Cirsium_filipendulum,6.0
935,1394502,Phedimus,Phedimus_stellatus,6.0
936,1394169,Ophrys,Ophrys_provincialis,6.0
937,1434258,Lupinus,Lupinus_formosus,6.0
938,1431925,Maerua,Maerua_triphylla,6.0
939,1433176,Hypericum,Hypericum_tetrapetalum,6.0
940,1434232,Lupinus,Lupinus_chamissonis,6.0
941,1584568,Prosopis,Prosopis_pallida,6.0
942,1375954,Phyllanthus,Phyllanthus_suffrutescens,6.0
943,1424377,Breynia,Breynia_vitis-idaea,6.0
944,1359505,Trifolium,Trifolium_michelianum,5.0
945,1397407,Hypericum,Hypericum_hyssopifolium,5.0
946,1364512,Microchloa,Microchloa_kunthii,5.0
947,1389426,Liriodendron,Liriodendron_chinensis,5.0
948,1712019,Stenanona,Stenanona_costaricensis,5.0
949,1712365,Schefflera,Schefflera_morototoni,5.0
950,1407077,Guatteria,Guatteria_punctata,5.0
951,1407379,Anthurium,Anthurium_crystallinum,5.0
952,1360591,Daphne,Daphne_oleoides,5.0
953,1491513,Pterocephalus,Pterocephalus_perennis,5.0
954,1418653,Dryopteris,Dryopteris_cycadina,5.0
955,1568134,Acacia,Acacia_cognata,5.0
956,1396145,Sedum,Sedum_annuum,5.0
957,1412745,Moehringia,Moehringia_lateriflora,5.0
958,1413751,Sedum,Sedum_divergens,5.0
959,1363359,Zannichellia,Zannichellia_palustris,5.0
960,1435709,Pelargonium,Pelargonium_panduriforme,5.0
961,1717570,Alibertia,Alibertia_edulis,5.0
962,1435228,Nyctaginia,Nyctaginia_capitata,5.0
963,1399667,Ophrys,Ophrys_lunulata,5.0
964,1643349,Peperomia,Peperomia_columella,5.0
965,1359524,Trifolium,Trifolium_squamosum,5.0
966,1364112,Guizotia,Guizotia_abyssinica,5.0
967,1643690,Peperomia,Peperomia_maculosa,5.0
968,1414746,Entada,Entada_phaseoloides,5.0
969,1366898,Prosopis,Prosopis_alba,5.0
970,1392691,Hebe,Hebe_ochracea,5.0
971,1404745,Aciotis,Aciotis_rubricaulis,5.0
972,1409586,Entada,Entada_gigas,5.0
973,1364440,Arthraxon,Arthraxon_hispidus,5.0
974,1712003,Guatteria,Guatteria_dolichopoda,5.0
975,1427821,Dalbergia,Dalbergia_sissoo,5.0
976,1408594,Acacia,Acacia_podalyriifolia,5.0
977,1372602,Pilocarpus,Pilocarpus_racemosus,5.0
978,1383774,Aristea,Aristea_ecklonii,5.0
979,1550658,Pelargonium,Pelargonium_echinatum,5.0
980,1398125,Ophrys,Ophrys_pseudoscolopax,5.0
981,1421011,Pancratium,Pancratium_maritimum,5.0
982,1425899,Acacia,Acacia_farnesiana,5.0
983,1384199,Erianthemum,Erianthemum_dregei,5.0
984,1359359,Melilotus,Melilotus_italicus,5.0
985,1422721,Hypericum,Hypericum_revolutum,5.0
986,1440476,Calylophus,Calylophus_hartwegii,5.0
987,1396134,Diascia,Diascia_vigilis,5.0
988,1408386,Mussaenda,Mussaenda_arcuata,5.0
989,1384760,Asystasia,Asystasia_riparia,5.0
990,1423286,Schkuhria,Schkuhria_pinnata,5.0
991,1404002,Xylopia,Xylopia_crinita,5.0
992,1401883,Bonafousia,Bonafousia_undulata,5.0
993,1424003,Mazus,Mazus_pumilus,5.0
994,1394153,Ophrys,Ophrys_morisii,5.0
995,1420544,Limonia,Limonia_acidissima,5.0
996,1356847,Spergularia,Spergularia_rubra,5.0
997,1711753,Nepenthes,Nepenthes_truncata,5.0
998,1363701,Lupinus,Lupinus_pilosus,4.0
999,1694631,Coussapoa,Coussapoa_villosa,4.0
1000,1675513,Margaritopsis,Margaritopsis_haematocarpa,4.0
1001,1600531,Cedrela,Cedrela_fissilis,4.0
1002,1617904,Dendrobium,Dendrobium_kingianum,4.0
1003,1711873,Aphelandra,Aphelandra_aurantiaca,4.0
1004,1638998,Adlumia,Adlumia_fungosa,4.0
1005,1363016,Cenchrus,Cenchrus_clandestinus,4.0
1006,1608440,Nymphaea,Nymphaea_rubra,4.0
1007,1713198,Bourreria,Bourreria_andrieuxii,4.0
1008,1535203,Uncinia,Uncinia_rubra,4.0
1009,1663341,Anemone,Anemone_pavoniana,4.0
1010,1388911,Ophrys,Ophrys_druentica,4.0
1011,1529128,Sedum,Sedum_compressum,4.0
1012,1412444,Leersia,Leersia_virginica,4.0
1013,1409824,Mussaenda,Mussaenda_pubescens,4.0
1014,1409932,Pilosocereus,Pilosocereus_royeni,4.0
1015,1393818,Mercurialis,Mercurialis_ambigua,4.0
1016,1411827,Dryopteris,Dryopteris_carthusiana,4.0
1017,1393465,Lavandula,Lavandula_x_intermedia,4.0
